wage;educ;exper;tenure;nonwhite;female;married;numdep;smsa;northcen;south;west;construc;ndurman;trcommpu;trade;services;profserv;profocc;clerocc;servocc;lwage;expersq;tenursq
3.5;12;6;2;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1.252762914;36;4
3.25999999;12;13;3;0;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1.181727171;169;9
3.25;12;14;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1.178655028;196;0
8;12;14;4;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;2.079441547;196;16
9.850000381;8;40;24;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2.287471533;1600;576
7.5;12;11;7;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2.014903069;121;49
5.909999847;12;14;6;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1.77664578;196;36
11.76000023;14;40;39;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;2.464704037;1600;1521
3;12;1;0;0;1;0;2;1;0;0;0;0;0;0;1;0;0;1;0;0;1.098612309;1;0
4.809999943;12;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1.570697069;4;0
6.5;12;4;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1.871802211;16;1
4;9;19;1;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1.386294365;361;1
3.5;13;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1.252762914;1;0
13.15999985;12;34;22;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;2.577181816;1156;484
4.25;14;5;2;0;0;1;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1.446918964;25;4
3.5;12;3;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1.252762914;9;0
5.130000114;15;6;6;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1.635105729;36;36
3.75;12;14;0;0;1;1;3;1;0;0;0;0;0;0;0;1;0;0;0;1;1.321755886;196;0
4.5;12;35;12;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1.504077435;1225;144
7.630000114;12;8;4;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;2.032087803;64;16
15;14;7;7;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2.708050251;49;49
6.849999905;15;11;3;0;1;1;2;1;0;0;0;0;0;0;0;0;1;1;0;0;1.924248695;121;9
13.32999992;12;14;11;0;0;1;2;1;0;0;0;0;0;0;1;0;0;1;0;0;2.59001708;196;121
6.670000076;12;35;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.897619843;1225;100
2.529999971;12;46;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0.928219318;2116;0
9.800000191;17;7;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;2.282382488;49;0
3.369999886;11;45;12;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1.214912653;2025;144
24.97999954;18;29;25;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3.218075514;841;625
5.400000095;12;6;3;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1.686398983;36;9
6.110000134;14;15;0;0;0;1;2;1;0;0;0;0;0;0;1;0;0;1;0;0;1.809926748;225;0
4.199999809;14;33;16;0;1;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1.435084462;1089;256
3.75;10;15;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1.321755886;225;0
3.5;14;5;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1.252762914;25;0
3.640000105;12;7;2;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1.291983724;49;4
3.799999952;15;6;1;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1.335001111;36;1
3;8;33;12;0;1;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0;1.098612309;1089;144
5;16;2;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1.609437943;4;1
4.630000114;14;4;0;0;1;1;2;1;0;1;0;0;0;0;0;0;1;0;0;1;1.532556891;16;0
3;15;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1.098612309;1;0
3.200000048;12;29;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1.163150787;841;0
3.910000086;18;17;3;0;0;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;1.363537431;289;9
6.429999828;16;17;3;0;1;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;1.86097455;289;9
5.480000019;10;36;3;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1.701105118;1296;9
1.5;8;31;30;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0.405465096;961;900
2.900000095;10;23;2;0;1;0;2;0;0;1;0;0;0;0;0;0;1;0;0;1;1.064710736;529;4
5;11;13;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1.609437943;169;1
8.920000076;18;3;3;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;2.188295841;9;9
5;15;15;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1.609437943;225;0
3.519999981;12;48;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1.258460999;2304;1
2.900000095;11;6;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1.064710736;36;0
4.5;12;12;0;0;0;1;3;1;0;1;0;0;0;0;1;0;0;0;0;0;1.504077435;144;0
2.25;12;5;0;0;1;0;2;1;0;1;0;0;0;0;1;0;0;0;0;1;0.810930192;25;0
5;14;19;5;0;0;1;4;1;0;1;0;0;0;0;1;0;0;0;0;0;1.609437943;361;25
10;16;9;3;1;0;1;2;1;0;1;0;0;0;0;0;0;0;1;0;0;2.302585125;81;9
3.75;2;39;13;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1.321755886;1521;169
10;14;28;11;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;2.302585125;784;121
10.94999981;16;23;20;0;0;1;4;1;0;1;0;0;1;0;0;0;0;1;0;0;2.393339396;529;400
7.900000095;12;2;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;2.066862822;4;0
4.71999979;12;15;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1.551808715;225;1
5.840000153;13;5;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;1.764730811;25;0
3.829999924;12;18;2;0;1;0;3;1;0;1;0;0;0;0;0;0;0;0;1;0;1.342864752;324;4
3.200000048;15;2;2;0;1;0;2;1;0;1;0;0;0;1;0;0;0;0;0;0;1.163150787;4;4
2;10;3;0;1;1;0;5;1;0;1;0;0;0;0;1;0;0;0;0;1;0.693147182;9;0
4.5;12;31;4;0;1;1;3;1;0;1;0;0;0;0;0;0;1;0;1;0;1.504077435;961;16
11.55000019;16;20;5;0;1;1;3;1;0;1;0;1;0;0;0;0;0;0;1;0;2.446685553;400;25
2.140000105;13;34;15;1;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0.760805905;1156;225
2.380000114;9;5;0;1;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;1;0.867100537;25;0
3.75;12;11;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1.321755886;121;0
5.519999981;13;31;3;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1.708377838;961;9
6.5;12;8;5;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1.871802211;64;25
3.099999905;12;2;2;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1.131402135;4;4
10;14;18;5;0;0;1;2;1;0;1;0;0;0;0;0;0;0;1;0;0;2.302585125;324;25
6.630000114;16;3;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;1;0;0;1.891604781;9;0
10;16;3;2;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;2.302585125;9;4
2.309999943;9;4;1;0;1;0;5;0;1;0;0;0;0;0;1;0;0;0;0;1;0.837247491;16;1
6.880000114;18;4;4;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1.92861867;16;16
2.829999924;10;1;0;0;0;0;4;1;1;0;0;0;0;0;1;0;0;0;0;0;1.040276647;1;0
3.130000114;10;1;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1.141033053;1;0
8;13;28;5;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;2.079441547;784;25
4.5;12;47;4;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1.504077435;2209;16
8.649999619;18;13;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;2.157559395;169;1
2;13;2;6;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0.693147182;4;36
4.75;12;48;2;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1.558144569;2304;4
6.25;13;6;5;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1.83258152;36;25
6;13;8;0;0;0;1;2;1;1;0;0;0;0;0;0;0;1;0;0;1;1.791759491;64;0
15.38000011;13;25;21;0;0;1;2;1;1;0;0;0;0;0;0;0;1;1;0;0;2.733067989;625;441
14.57999992;18;13;7;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;2.679650784;169;49
12.5;12;8;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2.525728703;64;1
5.25;12;19;10;0;1;1;2;1;1;0;0;0;0;1;0;0;0;0;1;0;1.65822804;361;100
2.170000076;13;1;4;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0.774727225;1;16
7.139999866;12;43;5;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1.965712786;1849;25
6.21999979;12;19;9;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;1;0;1.827769876;361;81
9;12;11;5;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;2.197224617;121;25
10;14;43;4;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;2.302585125;1849;16
5.769999981;10;44;3;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1.752672076;1936;9
4;12;22;11;0;1;1;2;1;1;0;0;0;1;0;0;0;0;0;0;0;1.386294365;484;121
8.75;16;3;2;0;0;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;2.169053793;9;4
6.53000021;16;3;2;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1.876407027;9;4
7.599999905;12;41;11;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;2.028148174;1681;121
5;14;5;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1.609437943;25;0
5;12;14;11;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1.609437943;196;121
21.86000061;12;24;16;0;0;1;3;1;1;0;0;0;0;0;1;0;0;1;0;0;3.084658623;576;256
8.640000343;12;28;8;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;2.156402588;784;64
3.299999952;12;25;8;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1.1939224;625;64
4.440000057;12;3;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1.490654349;9;0
4.550000191;12;11;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.515127301;121;0
3.5;12;7;6;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.252762914;49;36
6.25;16;9;2;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1.83258152;81;4
3.849999905;16;5;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1.348073125;25;0
6.179999828;14;9;3;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1.821318269;81;9
2.910000086;11;1;0;0;1;0;3;1;1;0;0;0;0;0;0;1;0;1;0;0;1.068153143;1;0
6.25;16;2;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1.83258152;4;1
6.25;12;13;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1.83258152;169;0
9.050000191;12;10;2;0;0;1;3;1;1;0;0;1;0;0;0;0;0;1;0;0;2.20276475;100;4
10;17;5;3;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;2.302585125;25;9
11.10999966;12;30;8;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;2.407845497;900;64
6.880000114;12;31;19;0;0;1;3;1;1;0;0;0;0;0;0;0;1;0;0;1;1.92861867;961;361
8.75;16;1;2;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;2.169053793;1;4
10;8;9;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;2.302585125;81;0
3.049999952;12;10;0;0;1;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1.11514163;100;0
3;12;38;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1.098612309;1444;0
5.800000191;12;19;6;0;1;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;1.757857919;361;36
4.099999905;16;5;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1.4109869;25;0
8;12;26;2;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;2.079441547;676;4
6.150000095;12;35;12;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1.816452146;1225;144
2.700000048;9;2;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0.993251801;4;0
2.75;13;1;2;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1.011600971;1;4
3;16;19;10;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1.098612309;361;100
3;14;3;2;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1.098612309;9;4
7.360000134;8;36;24;0;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1.996059895;1296;576
7.5;14;29;24;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;2.014903069;841;576
3.5;13;1;2;0;0;0;3;1;1;0;0;0;0;0;1;0;0;0;0;0;1.252762914;1;4
8.100000381;12;38;3;0;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;2.091864109;1444;9
3.75;18;1;2;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1.321755886;1;4
3.25;9;29;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1.178655028;841;0
5.829999924;8;36;15;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1.763016939;1296;225
3.5;8;4;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;1;1.252762914;16;0
3.329999924;12;45;4;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.202972293;2025;16
4;14;22;3;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1.386294365;484;9
3.5;12;20;4;0;1;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;1.252762914;400;16
6.25;16;5;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1.83258152;25;0
2.950000048;8;15;2;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1.081805229;225;4
5.710000038;13;10;2;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1.742218971;100;4
3;9;3;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1.098612309;9;0
22.86000061;16;16;7;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;0;0;3.129388571;256;49
9;12;38;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;2.197224617;1444;1
8.329999924;15;33;26;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;2.11986351;1089;676
3;11;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1.098612309;4;0
5.75;14;6;5;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1.749199867;36;25
6.760000229;12;19;3;1;0;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;1.911022902;361;9
10;12;29;0;0;0;1;2;1;0;0;0;0;0;0;0;0;1;0;1;0;2.302585125;841;0
3;12;2;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1.098612309;4;0
3.5;18;3;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1.252762914;9;1
3.25;12;4;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1.178655028;16;0
4;12;10;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1.386294365;100;1
2.920000076;12;4;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1.071583629;16;0
3.059999943;12;14;10;1;1;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;1.118414879;196;100
3.200000048;12;15;5;0;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;1.163150787;225;25
4.75;12;19;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1.558144569;361;0
3;14;17;0;0;1;1;4;1;0;1;0;0;0;0;0;1;0;0;1;0;1.098612309;289;0
18.15999985;16;29;7;0;0;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;2.89922142;841;49
3.5;12;2;0;0;1;0;2;1;0;1;0;0;0;1;0;0;0;0;1;0;1.252762914;4;0
4.110000134;14;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1.413423061;25;0
1.960000038;11;38;3;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0.672944486;1444;9
4.289999962;12;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1.456286669;9;0
3;10;47;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1.098612309;2209;0
6.449999809;12;7;6;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1.864080071;49;36
5.199999809;6;47;13;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1.648658633;2209;169
